Index,Producer,Wine Name,Year,Price,Size (ml),Score,Link
1007,BERGSTRÖM,Chardonnay Willamette Valley Sigrid,2017,110.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239921
1008,BERGSTRÖM,Chardonnay Willamette Valley Sigrid,2013,85.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/405897
1009,BERGSTRÖM,Chardonnay Willamette Valley Sigrid Reserve,2009,78.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/303717
1010,BERGSTRÖM,Chardonnay Willamette Valley Sigrid Reserve,2008,78.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/284459
1011,BERGSTRÖM,Pinot Noir Chehalem Mountains Silice,2013,65.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/403915
1012,BERGSTRÖM,Pinot Noir Dundee Hills Bergström Vineyard,2018,110.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260615
1013,BERGSTRÖM,Pinot Noir Dundee Hills Bergström Vineyard,2015,95.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/440986
1014,BERGSTRÖM,Pinot Noir Dundee Hills Bergström Vineyard,2014,90.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/427239
1015,BERGSTRÖM,Pinot Noir Dundee Hills Durant Vineyard Oregon Old Vine Series,2007,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/267772
1016,BERGSTRÖM,Pinot Noir Dundee Hills Nysa Vineyard,2004,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/205177
1017,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2018,70.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260612
1018,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2017,70.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239930
1019,BERGSTRÖM,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2013,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/404831
1020,BERGSTRÖM,Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,2017,80.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239924
1021,BERGSTRÖM,Pinot Noir Ribbon Ridge Le Pre Du Col Vineyard,2008,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/284463
1022,BERGSTRÖM,Pinot Noir Willamette Valley Bergstrom Vineyard,2003,65.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/156021
1023,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2003,35.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/156022
1024,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2002,32.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/141312
1025,BERGSTRÖM,Pinot Noir Willamette Valley Cumberland Reserve,2001,25.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/126992
1026,BERGSTRÖM,Pinot Noir Willamette Valley De Lancellotti Vineyard,2005,65.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/220254
1027,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Shea Vineyard,2011,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/351443
1028,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Shea Vineyard,2010,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/331833
1029,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Shea Vineyard,2006,65.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/242453
1030,BERGSTRÖM,Pinot Noir Yamhill-Carlton District Shea Vineyard,2005,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/220255
1031,BERGSTRÖM,Pinot Noir Yamhill-Carlton Gregory Ranch,2018,65.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1261199
1032,BETHEL HEIGHTS,Chardonnay Eola-Amity Hills Casteel,2017,75.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260740
1033,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Aeolian,2018,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1271730
1034,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Aeolian,2015,42.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/453461
1035,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Casteel,2012,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/379785
1036,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Casteel Reserve,2008,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/291186
1037,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Estate,2014,32.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/415582
1038,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Estate,2012,32.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/379964
1039,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Estate Grown,2009,32.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/305434
1040,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Flat Block,2007,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/272326
1041,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Libertine,2009,75.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/313580
1042,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Southeast Block,2017,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1268981
1043,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills Southeast Block,2006,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/251170
1044,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills West Block,2015,56.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/451186
1045,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills West Block,2010,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/334839
1046,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills West Block,2009,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/314085
1047,BETHEL HEIGHTS,Pinot Noir Eola-Amity Hills West Block,2006,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/251171
1048,BIG TABLE FARM,Chardonnay Willamette Valley,2016,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/455892
1049,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,2015,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/446750
1050,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,2014,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/424545
1051,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,2018,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260744
1052,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,2017,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1235417
1053,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,2016,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/456299
1054,BIG TABLE FARM,Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,2013,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/397858
1055,BIG TABLE FARM,Pinot Noir Willamette Valley,2018,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260743
1056,BIG TABLE FARM,Pinot Noir Willamette Valley,2015,42.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/436595
1057,BIG TABLE FARM,Pinot Noir Willamette Valley Earth,2017,105.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1239562
1058,BIG TABLE FARM,Pinot Noir Willamette Valley Sunnyside Vineyard,2017,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242800
1059,BIG TABLE FARM,Pinot Noir Willamette Valley Sunnyside Vineyard,2016,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/462323
1060,BIG TABLE FARM,Pinot Noir Willamette Valley Sunnyside Vineyard,2012,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/378246
1061,BIG TABLE FARM,Pinot Noir Willamette Valley Wirtz Vineyard,2015,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/446752
1062,BIG TABLE FARM,Pinot Noir Willamette Valley Wirtz Vineyard,2012,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/378247
1063,BIG TABLE FARM,Pinot Noir Yamhill-Carlton District,2017,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242802
1064,BIG TABLE FARM,Pinot Noir Yamhill-Carlton District,2016,62.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/461791
1065,BJÖRNSON,Pinot Noir Eola-Amity Hills Edward,2015,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/451188
1066,BJÖRNSON,Pinot Noir Eola-Amity Hills Edward,2014,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/427240
1067,BJÖRNSON,Pinot Noir Eola-Amity Hills Edward,2013,40.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/410591
1068,BJÖRNSON,Pinot Noir Eola-Amity Hills Estate,2015,29.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/451189
1069,BOEDECKER,Pinot Noir Willamette Valley Athena,2012,35.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/379854
1070,BOEDECKER,Pinot Noir Willamette Valley Shea Vineyard,2006,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/260035
1071,BOEDECKER,Pinot Noir Willamette Valley Shea Vineyard,2005,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/244770
1072,BOEDECKER,Pinot Noir Willamette Valley Stewart,2012,35.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/379855
1073,BOEDECKER,Pinot Noir Willamette Valley Stewart,2008,34.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/290319
1074,BOEDECKER,Pinot Noir Yamhill-Carlton District Cuvée YC,2012,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/370624
1075,BOEDECKER,Pinot Noir Yamhill-Carlton District Hirschy Vineyard,2012,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/379856
1076,BRICK HOUSE,Chardonnay Ribbon Ridge Cascadia,2018,40.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269917
1077,BRICK HOUSE,Pinot Noir Ribbon Ridge Cuvée du Tonnelier,2017,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1242695
1078,BRICK HOUSE,Pinot Noir Ribbon Ridge Cuvée du Tonnelier,2014,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/410997
1079,BRICK HOUSE,Pinot Noir Ribbon Ridge Cuvée du Tonnelier,2013,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/405114
1080,BRICK HOUSE,Pinot Noir Ribbon Ridge Cuvée du Tonnelier,2012,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/380206
1081,BRICK HOUSE,Pinot Noir Ribbon Ridge Cuvée du Tonnelier,2006,46.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/236309
1082,BRICK HOUSE,Pinot Noir Ribbon Ridge Evelyn's,2015,58.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/445873
1083,BRICK HOUSE,Pinot Noir Ribbon Ridge Evelyn's,2011,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/357890
1084,BRICK HOUSE,Pinot Noir Ribbon Ridge Evelyn's,2010,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/335248
1085,BRICK HOUSE,Pinot Noir Ribbon Ridge Evelyn's,2006,59.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/248057
1086,BRICK HOUSE,Pinot Noir Ribbon Ridge Halliday Hill,2018,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269916
1087,BRICK HOUSE,Pinot Noir Ribbon Ridge Les Dijonnais,2012,52.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/380207
1088,BRICK HOUSE,Pinot Noir Willamette Valley Cuvée du Tonnelier,2001,42.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/121265
1089,BRICK HOUSE,Pinot Noir Willamette Valley Les Dijonnais,2003,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/156182
1090,BRITTAN,Pinot Noir Willamette Valley Basalt Block,2010,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/351444
1091,BRITTAN,Pinot Noir Willamette Valley Basalt Block,2009,45.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/333012
1092,BRITTAN,Pinot Noir Willamette Valley Gestalt Block,2010,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/351445
1093,BROADLEY,Pinot Noir Oregon Claudia's Choice,1994,25.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/61590
1094,BROADLEY,Pinot Noir Willamette Valley Claudia's Choice,2017,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245234
1095,BROADLEY,Pinot Noir Willamette Valley Claudia's Choice,2016,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1230808
1096,BROADLEY,Pinot Noir Willamette Valley Jessica,2017,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245233
1097,BROOKS,Pinot Noir Eola-Amity Hills Rastaban,2012,55.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/406409
1098,BROOKS,Pinot Noir Eola-Amity Hills Temperance Hill,2017,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1267009
1099,BROOKS,Pinot Noir Eola-Amity Hills Temperance Hill,2014,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/429956
1100,BROOKS,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2012,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/378502
1101,BROOKS,Pinot Noir Willamette Valley Janus,2012,38.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/378503
1102,CARABELLA,Pinot Noir Chehalem Mountains Inchinnan,2010,54.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/342559
1103,CARABELLA,Pinot Noir Willamette Valley,2000,33.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/120453
1104,CARDEN,Pinot Noir Willamette Valley,2012,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/394449
1105,CARDEN,Pinot Noir Willamette Valley,2010,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/378342
1106,CARDWELL HILL,Pinot Noir Willamette Valley Old Vines,2016,28.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243400
1107,CARDWELL HILL,Pinot Noir Willamette Valley Reserve,2008,30.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/294487
1108,CARLTON CELLARS,Pinot Noir Oregon Roads End,2002,38.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/141317
1109,CARTER,Pinot Noir Willamette Valley Hillblock Pommard,2003,40.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/152989
1110,CHAPTER 24,Pinot Noir Willamette Valley Fire + Flood The Flood,2014,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/425564
1111,CHAPTER 24,Pinot Noir Willamette Valley Fire + Flood The Flood,2012,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/363850
1112,CHAPTER 24,Pinot Noir Willamette Valley The Fire,2017,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243224
1113,CHAPTER 24,Pinot Noir Willamette Valley The Flood,2017,60.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243223
1114,CHAPTER 24,Pinot Noir Willamette Valley The Last Chapter,2017,90.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243222
1115,CHEHALEM,Chardonnay Dundee Hills Stoller Vineyards Ian's Reserve,2012,40.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/405898
1116,CHEHALEM,Pinot Noir Chehalem Mountains,2017,30.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1233315
1117,CHEHALEM,Pinot Noir Chehalem Mountains Corral Creek Vineyards,2018,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260774
1118,CHEHALEM,Pinot Noir Chehalem Mountains Corral Creek Vineyards,2010,48.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/335249
1119,CHEHALEM,Pinot Noir Ribbon Ridge Ridgecrest,2006,44.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/244771
1120,CHEHALEM,Pinot Noir Ribbon Ridge Ridgecrest Vineyards,2013,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/405899
1121,CHEHALEM,Pinot Noir Ribbon Ridge Ridgecrest Vineyards,2012,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/379955
1122,CHEHALEM,Pinot Noir Ribbon Ridge Ridgecrest Vineyards,2011,50.00,750,92.00,https://www.winespectator.com/wine/detail/source/search/note_id/351448
