Index,Title,Producer,Region,AVA,Year,Rating,Price,Review,Links
337,Evening Land 2012 Seven Springs Vineyard Summum Chardonnay (Eola-Amity Hills),Evening Land,WILLAMETTE VALLEY,Eola-Amity Hills,2012,94,90,"The Summum block sits at the vineyard's highest elevation, and seems to ...",https://www.winemag.com/buying-guide/evening-land-2012-seven-springs-vineyard-summum-chardonnay-willamette-valley-eola-amity-hills/
338,Adelsheim 2011 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Adelsheim,WILLAMETTE VALLEY,Eola-Amity Hills,2011,91,90,Zenith is usually one of the best of Adelsheim's single vineyard Pinot ...,https://www.winemag.com/buying-guide/adelsheim-2011-zenith-vineyard-pinot-noir-willamette-valley-eola-amity-hills/
339,Cayuse 2009 Bionic Frog Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2009,95,90,"The Frog is a bit reductive, a bit shy in 2009 and ...",https://www.winemag.com/buying-guide/cayuse-2009-bionic-frog-shiraz-syrah-syrah-other-walla-walla-valley-or/
340,Tero Estates 2007 Windrow Vineyards Reserve Cabernet Sauvignon (Walla Walla Valley (OR)),Tero Estates,OREGON OTHER,Walla Walla Valley,2007,95,90,"This is superstrong Cabernet Sauvignon, with precise, concentrated flavors of brambly old-vine ...",https://www.winemag.com/buying-guide/tero-estates-2007-windrow-reserve-cabernet-sauvignon-other-walla-walla-valley-or/
341,Evening Land 2010 Seven Springs Vineyard Summum Chardonnay (Eola-Amity Hills),Evening Land,WILLAMETTE VALLEY,Eola-Amity Hills,2010,96,90,"This sets a high standard for Oregon Chardonnay. Bright and snappy, yet ...",https://www.winemag.com/buying-guide/evening-land-2010-seven-springs-vineyard-summum-chardonnay-willamette-valley-eola-amity-hills/
342,Adelsheim 2010 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Adelsheim,WILLAMETTE VALLEY,Eola-Amity Hills,2010,91,90,"The aroma sends up hints of Bourbon-soaked raisins, leading onto a soft, ...",https://www.winemag.com/buying-guide/adelsheim-2010-zenith-vineyard-pinot-noir-willamette-valley-eola-amity-hills/
343,Adelsheim 2009 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2009,95,90,"The best of a great flight of single-vineyard 2009 Pinots from Adelsheim, ...",https://www.winemag.com/buying-guide/adelsheim-2009-nicholas-vineyard-pinot-noir-willamette-valley-chehalem-mountains/
344,Domaine Serene 2008 Mark Bradford Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2008,94,90,Domaine Serene has been dialing down the new oak (at least as ...,https://www.winemag.com/buying-guide/domaine-serene-2008-mark-bradford-vineyard-pinot-noir-willamette-valley-dundee-hills/
345,Adelsheim 2008 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Adelsheim,WILLAMETTE VALLEY,Eola-Amity Hills,2008,93,90,"Though Adelsheim offers a large assortment of single-vineyard Pinots, this is the ...",https://www.winemag.com/buying-guide/adelsheim-2008-zenith-vineyard-pinot-noir-willamette-valley-eola-amity-hills/
346,Adelsheim 2008 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2008,94,90,"Sadly, just 44 cases were produced, from Block 1 of the original ...",https://www.winemag.com/buying-guide/adelsheim-2008-quarter-mile-lane-vineyard-pinot-noir-willamette-valley-chehalem-mountains/
347,Domaine Serene 2006 Mark Bradford Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2006,89,90,This was presented from a bottle that had been open for a ...,https://www.winemag.com/buying-guide/domaine-serene-2006-mark-bradford-vineyard-pinot-noir-willamette-valley-dundee-hills/
348,Domaine Serene 2004 Grace Vineyard Pinot Noir (Willamette Valley),Domaine Serene,WILLAMETTE VALLEY,Willamette Valley,2004,89,90,"The Grace Vineyard bottling has a devoted following, and always stands out ...",https://www.winemag.com/buying-guide/domaine-serene-2004-grace-vineyard-pinot-noir-willamette-valley/
349,Domaine Serene 2003 Grace Vineyard Pinot Noir (Willamette Valley),Domaine Serene,WILLAMETTE VALLEY,Willamette Valley,2003,93,90,"Oregon Pinot at the top of its game; firm and tannic, with ...",https://www.winemag.com/buying-guide/domaine-serene-2003-grace-vineyard-pinot-noir-willamette-valley/
350,Hamilton Russell Oregon 2018 Bramble Hill Pinot Noir (Ribbon Ridge),Hamilton Russell Oregon,WILLAMETTE VALLEY,Ribbon Ridge,2018,89,86,Hamilton Russell Oregon has introduced a pair of Pinots for its first ...,https://www.winemag.com/buying-guide/hamilton-russell-oregon-2018-bramble-hill-pinot-noir-ribbon-ridge/
351,Hamilton Russell Oregon 2018 Zena Crown Pinot Noir (Eola-Amity Hills),Hamilton Russell Oregon,WILLAMETTE VALLEY,Eola-Amity Hills,2018,88,86,This marks a mildly disappointing debut in Oregon for this esteemed South ...,https://www.winemag.com/buying-guide/hamilton-russell-oregon-2018-zena-crown-pinot-noir-eola-amity-hills/
352,Shea 2013 Homer Pinot Noir (Willamette Valley),Shea,WILLAMETTE VALLEY,Willamette Valley,2013,94,86,"Homer is the reserve cuvée, a barrel-selection seemingly chosen for a bit ...",https://www.winemag.com/buying-guide/shea-2013-homer-pinot-noir-willamette-valley/
353,Shea 2012 Shea Vineyard Homer Pinot Noir (Willamette Valley),Shea,WILLAMETTE VALLEY,Willamette Valley,2012,95,86,"Homer is the estate reserve, wood-tank fermented and blended from the winemaker's ...",https://www.winemag.com/buying-guide/shea-2012-vineyard-homer-pinot-noir-willamette-valley/
354,Shea 2011 Homer Pinot Noir (Willamette Valley),Shea,WILLAMETTE VALLEY,Willamette Valley,2011,92,86,"Homer is the estate reserve, and it's a complete, elegant and stylish ...",https://www.winemag.com/buying-guide/shea-2011-homer-pinot-noir-willamette-valley/
355,Élevée Winegrowers 2018 Departure Pinot Noir (Willamette Valley),Élevée Winegrowers,WILLAMETTE VALLEY,Willamette Valley,2018,92,85,"For just the second time, the winery has made a select blend ...",https://www.winemag.com/buying-guide/elevee-winegrowers-2018-departure-pinot-noir-willamette-valley/
356,Winderlea 2018 Winderlea Legacy Pinot Noir (Dundee Hills),Winderlea,WILLAMETTE VALLEY,Dundee Hills,2018,94,85,"This estate-grown Pinot Noir is aromatic and complex, with a potpourri of ...",https://www.winemag.com/buying-guide/winderlea-2018-winderlea-legacy-pinot-noir-dundee-hills/
357,Bailey Family 2017 Chardonnay (Willamette Valley),Bailey Family,WILLAMETTE VALLEY,Willamette Valley,2017,93,85,Wines with this new label are part of the Youngberg Hill portfolio ...,https://www.winemag.com/buying-guide/bailey-family-2017-chardonnay-willamette-valley/
358,Bergström 2018 Winery Block Pinot Noir (Chehalem Mountains),Bergström,WILLAMETTE VALLEY,Chehalem Mountains,2018,93,85,Among the new releases from Bergström this fits squarely in the mainstream ...,https://www.winemag.com/buying-guide/bergstrom-2018-winery-block-pinot-noir-chehalem-mountains/
359,Lachini 2016 Cuvée Giselle Pinot Noir (Chehalem Mountains),Lachini,WILLAMETTE VALLEY,Chehalem Mountains,2016,92,85,This barrel selection reserve gets two-thirds new French oak during 18 months ...,https://www.winemag.com/buying-guide/lachini-2016-cuvee-giselle-pinot-noir-chehalem-mountains/
360,Lachini 2017 Cuvée Giselle Pinot Noir (Chehalem Mountains),Lachini,WILLAMETTE VALLEY,Chehalem Mountains,2017,90,85,"This wine is unyieldingly stiff and tannic, with drying astringency from the ...",https://www.winemag.com/buying-guide/lachini-2017-cuvee-giselle-pinot-noir-chehalem-mountains/
361,Domaine Serene 2017 Grand Cheval Oregon Red Wine Pinot Noir-Syrah (Oregon),Domaine Serene,OREGON OTHER,Oregon,2017,92,85,A blend of 70% estate-grown Pinot Noir and 30% Seven Hills vineyard ...,https://www.winemag.com/buying-guide/domaine-serene-2017-grand-cheval-oregon-red-wine-pinot-noir-syrah-oregon/
362,Adelsheim 2017 Ribbon Springs Vineyard Pinot Noir (Ribbon Ridge),Adelsheim,WILLAMETTE VALLEY,Ribbon Ridge,2017,91,85,"Sweet and pretty berry and cherry fruit flavors abound, done in an ...",https://www.winemag.com/buying-guide/adelsheim-2017-ribbon-springs-vineyard-pinot-noir-ribbon-ridge/
363,Domaine Drouhin Oregon 2017 Édition Limitée Pinot Noir (Dundee Hills),Domaine Drouhin Oregon,WILLAMETTE VALLEY,Dundee Hills,2017,95,85,"Svelte is a good word for the mouthfeel of this smooth, even ...",https://www.winemag.com/buying-guide/domaine-drouhin-oregon-2017-edition-limitee-pinot-noir-dundee-hills/
364,Patricia Green Cellars 2018 Notorious Pinot Noir (Willamette Valley),Patricia Green Cellars,WILLAMETTE VALLEY,Willamette Valley,2018,95,85,"This multi-vineyard, barrel-select reserve wine sports a green label and is given ...",https://www.winemag.com/buying-guide/patricia-green-cellars-2018-notorious-pinot-noir-willamette-valley/
365,Big Table Farm 2018 The Elusive Queen Chardonnay (Willamette Valley),Big Table Farm,WILLAMETTE VALLEY,Willamette Valley,2018,94,85,This reserve-level barrel selection bursts open with a lovely mix of Meyer ...,https://www.winemag.com/buying-guide/big-table-farm-2018-the-elusive-queen-chardonnay-willamette-valley/
366,White Rose 2018 Guillen Vineyard Pinot Noir (Dundee Hills),White Rose,WILLAMETTE VALLEY,Dundee Hills,2018,93,85,"Bright, spicy plum and cherry fruit is underscored with skin and stem ...",https://www.winemag.com/buying-guide/white-rose-2018-guillen-vineyard-pinot-noir-dundee-hills/
367,Winderlea 2017 Winderlea Legacy Vineyard Pinot Noir (Dundee Hills),Winderlea,WILLAMETTE VALLEY,Dundee Hills,2017,93,85,This estate-grown Pinot from Winderlea is made from all biodynamically grown fruit. ...,https://www.winemag.com/buying-guide/winderlea-2017-winderlea-legacy-vineyard-pinot-noir-dundee-hills/
368,Domaine Serene 2016 Grand Cheval Red (Oregon),Domaine Serene,OREGON OTHER,Oregon,2016,93,85,"A blend of Dundee Hills Pinot Noir and Walla Walla Syrah, this ...",https://www.winemag.com/buying-guide/domaine-serene-2016-grand-cheval-red-oregon/
369,Élevée Winegrowers 2017 Departure Pinot Noir (Willamette Valley),Élevée Winegrowers,WILLAMETTE VALLEY,Willamette Valley,2017,92,85,For the first time the winery has made a blend of top ...,https://www.winemag.com/buying-guide/elevee-winegrowers-2017-departure-pinot-noir-willamette-valley/
370,Adelsheim 2015 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Adelsheim,WILLAMETTE VALLEY,Eola-Amity Hills,2015,91,85,"Showing good concentration, this mixes red and blue berries with plenty of ...",https://www.winemag.com/buying-guide/adelsheim-2015-zenith-vineyard-pinot-noir-eola-amity-hills/
371,Adelsheim 2015 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2015,88,85,This light wine does not reflect the ripeness of the vintage. The ...,https://www.winemag.com/buying-guide/adelsheim-2015-nicholas-vineyard-pinot-noir-chehalem-mountains/
372,Patricia Green Cellars 2017 Notorious Pinot Noir (Willamette Valley),Patricia Green Cellars,WILLAMETTE VALLEY,Willamette Valley,2017,97,85,This is the only wine among the winery's vast portfolio that is ...,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-notorious-pinot-noir-willamette-valley/
373,Adelsheim 2015 Bryan Creek Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2015,94,85,This high altitude site hits it out of the park in 2015. ...,https://www.winemag.com/buying-guide/adelsheim-2015-bryan-creek-vineyard-pinot-noir-chehalem-mountains/
374,Bergström 2017 Winery Block Pinot Noir (Chehalem Mountains),Bergström,WILLAMETTE VALLEY,Chehalem Mountains,2017,94,85,"Produced in a single French oak foudre, this is perfumed with an ...",https://www.winemag.com/buying-guide/bergstrom-2017-winery-block-pinot-noir-chehalem-mountains/
375,Prince Hill 2017 Estate Reserve Pinot Noir (Dundee Hills),Prince Hill,WILLAMETTE VALLEY,Dundee Hills,2017,93,85,"Complex and distinctive, this brings a lush mix of strawberry and raspberry ...",https://www.winemag.com/buying-guide/prince-hill-2017-estate-reserve-pinot-noir-dundee-hills/
376,Domaine Drouhin Oregon 2016 Édition Limitée Pinot Noir (Dundee Hills),Domaine Drouhin Oregon,WILLAMETTE VALLEY,Dundee Hills,2016,94,85,"Tucked into the DDO lineup between the Laurène and Louise reserves, this ...",https://www.winemag.com/buying-guide/domaine-drouhin-oregon-2016-edition-limitee-pinot-noir-dundee-hills/
377,Scott Paul 2016 Maresh Vineyard Pinot Noir (Dundee Hills),Scott Paul,WILLAMETTE VALLEY,Dundee Hills,2016,94,85,"The 40-year-old Maresh vineyard vines contribute flavors of ripe berry, cherry and ...",https://www.winemag.com/buying-guide/scott-paul-2016-maresh-vineyard-pinot-noir-dundee-hills/
378,Winderlea 2016 Winderlea Legacy Pinot Noir (Dundee Hills),Winderlea,WILLAMETTE VALLEY,Dundee Hills,2016,94,85,This is a limited selection from the estate's original vines planted in ...,https://www.winemag.com/buying-guide/winderlea-2016-winderlea-legacy-pinot-noir-dundee-hills-308327/
379,Owen Roe 2016 Clandeboye Pinot Noir (Willamette Valley),Owen Roe,WILLAMETTE VALLEY,Willamette Valley,2016,91,85,This wine gets a special label but no vineyard designation in 2016. ...,https://www.winemag.com/buying-guide/owen-roe-2016-clandeboye-pinot-noir-willamette-valley-308273/
380,Archery Summit 2016 Whole Cluster Cuvée Pinot Noir (Dundee Hills),Archery Summit,WILLAMETTE VALLEY,Dundee Hills,2016,90,85,"Forward and bright flavors emphasize cranberry and black cherry, along with earth ...",https://www.winemag.com/buying-guide/archery-summit-2016-whole-cluster-cuvee-pinot-noir-dundee-hills/
381,Domaine Serene 2015 Grand Cheval Oregon Red Wine Pinot Noir (Oregon),Domaine Serene,OREGON OTHER,Oregon,2015,92,85,"A rare blend of Dundee Hills Pinot Noir and Walla Walla Syrah, ...",https://www.winemag.com/buying-guide/domaine-serene-2015-grand-cheval-oregon-red-wine-pinot-noir-oregon-302173/
382,Big Table Farm 2016 Elusive Queen Chardonnay (Willamette Valley),Big Table Farm,WILLAMETTE VALLEY,Willamette Valley,2016,94,85,"This is an utterly delicious bottle—complex and sophisticated, it walks a flavor ...",https://www.winemag.com/buying-guide/big-table-farm-2016-elusive-queen-chardonnay-willamette-valley/
383,Patricia Green Cellars 2016 Notorious Pinot Noir (Willamette Valley),Patricia Green Cellars,WILLAMETTE VALLEY,Willamette Valley,2016,93,85,"This reserve-level selection is aged in 100% new French oak, and sports ...",https://www.winemag.com/buying-guide/patricia-green-cellars-2016-notorious-pinot-noir-willamette-valley/
384,Scott Paul 2015 Maresh Vineyard Pinot Noir (Dundee Hills),Scott Paul,WILLAMETTE VALLEY,Dundee Hills,2015,94,85,"This cuvée, sourced from Maresh vineyard old vines, was formerly called Audrey. ...",https://www.winemag.com/buying-guide/scott-paul-2015-maresh-vineyard-pinot-noir-dundee-hills/
385,Adelsheim 2014 Bryan Creek Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2014,90,85,This late release from the acclaimed 2014 vintage comes from a high-altitude ...,https://www.winemag.com/buying-guide/adelsheim-2014-bryan-creek-vineyard-pinot-noir-chehalem-mountains/
386,Prince Hill 2015 Estate Reserve Pinot Noir (Dundee Hills),Prince Hill,WILLAMETTE VALLEY,Dundee Hills,2015,93,85,This new project from Oregon pioneer Dick Erath and his friend and ...,https://www.winemag.com/buying-guide/prince-hill-2015-estate-reserve-pinot-noir-dundee-hills/
387,Alloro 2015 Justina Estate Pinot Noir (Chehalem Mountains),Alloro,WILLAMETTE VALLEY,Chehalem Mountains,2015,95,85,"Justina is the top wine for this estate, a mellifluous melding of ...",https://www.winemag.com/buying-guide/alloro-2015-justina-estate-pinot-noir-chehalem-mountains/
388,Gypsy Dancer 2014 Cuvée Romy Pinot Noir (Oregon),Gypsy Dancer,OREGON OTHER,Oregon,2014,92,85,"This is the top cuvée from the winery, and just a single ...",https://www.winemag.com/buying-guide/gypsy-dancer-2014-cuvee-romy-pinot-noir-oregon/
389,Winderlea 2015 Bryan Creek Vineyard Pinot Noir (Chehalem Mountains),Winderlea,WILLAMETTE VALLEY,Chehalem Mountains,2015,94,85,"Just as Winderlea gets these grapes from Adelsheim, Adelsheim gets some Winderlea ...",https://www.winemag.com/buying-guide/winderlea-2015-bryan-creek-vineyard-pinot-noir-chehalem-mountains/
390,Winderlea 2015 Winderlea Legacy Pinot Noir (Dundee Hills),Winderlea,WILLAMETTE VALLEY,Dundee Hills,2015,93,85,"Winderlea Legacy is a limited selection from the site's original vines, planted ...",https://www.winemag.com/buying-guide/winderlea-2015-winderlea-legacy-pinot-noir-dundee-hills/
391,Domaine Serene 2014 Grand Cheval Oregon Red (Oregon),Domaine Serene,OREGON OTHER,Oregon,2014,92,85,"This atypical blend brings exceptional fruit to the table, with Pinot Noir ...",https://www.winemag.com/buying-guide/domaine-serene-2014-grand-cheval-oregon-red-oregon/
392,Patricia Green Cellars 2015 Notorious Pinot Noir (Willamette Valley),Patricia Green Cellars,WILLAMETTE VALLEY,Willamette Valley,2015,95,85,This reserve-level selection was aged in 100% new French oak and sports ...,https://www.winemag.com/buying-guide/patricia-green-cellars-2015-notorious-pinot-noir-willamette-valley/
393,Cayuse 2014 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2014,94,85,"The aromas of this wine leap from the glass, with notes of ...",https://www.winemag.com/buying-guide/cayuse-2014-cailloux-vineyard-syrah-walla-walla-valley-or/
394,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),Big Table Farm,WILLAMETTE VALLEY,Willamette Valley,2015,94,85,This winery is earning a place among Oregon's best with its top ...,https://www.winemag.com/buying-guide/big-table-farm-2015-elusive-queen-chardonnay-willamette-valley/
395,Cayuse 2014 En Chamberlain Vineyard Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2014,93,85,"Brooding aromas of crushed rock, mineral, black olive, soot, cracked black pepper, ...",https://www.winemag.com/buying-guide/cayuse-2014-en-chamberlain-vineyard-syrah-walla-walla-valley-or/
